id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,long,lat,latitud,longitud,estado_geocodificacion
209,Gran Hotel América,Bernardo 1608,(54 11) 4307-8785/9671,info@granhotelamerica.com.ar,,,Bernardo,1608.0,Bernardo 1608,,,-34.6274921,-58.3782234,ok
210,Gran Hotel España,Tacuarí 80,(54 11) 4343-5541,,,,Tacuarí,80.0,Tacuarí 80,,,-34.6092594,-58.3791299,ok
211,Gran Hotel Oriental,"Mitre, Bartolome 1840",(54 11) 4952-3371 / 4951-6427,ghoriental@hotmail.com,,,"Mitre, Bartolome",1840.0,"Mitre, Bartolome 1840",,,-34.6070009,-58.3766938,ok
212,Guayaquil,Moreno 2718,(54 11) 4957-5097,info@hotelguayaquil.com.ar,,,Moreno,2718.0,Moreno 2718,,,-34.6134548,-58.4044572,ok
213,Hotel San Martin,Callao Av. 327,(54 11 ) 4371-6450,hotelsanmartin1@yahoo.com.ar,,,Callao Av.,327.0,Callao Av. 327,,,-34.6052847,-58.3920776,ok
214,Jade,Sanchez De Bustamante 839,(54 11) 4863-8711,,,,Sanchez De Bustamante,839.0,Sanchez De Bustamante 839,,,-34.600671,-58.4138049,ok
215,La Vasconia,Salta 1806,(54 11) 4304-3031,silvadaut@hotmail.com,,,Salta,1806.0,Salta 1806,,,-34.6291772,-58.3826546,ok
216,Lacroze,"Lacroze, Federico Av. 3236",(54 11) 4552-4445,,,,"Lacroze, Federico Av.",3236.0,"Lacroze, Federico Av. 3236",,,-34.5711907,-58.4457799,ok
217,Las Familias,Cuba 3146,(54 11) 4702-5687,lasfamiliashotel@gmail.com,http://www.hotellasfamilias.com/es/,,Cuba,3146.0,Cuba 3146,,,-34.5515552,-58.4635767,ok
218,Leon,Callao Av. 758,(54 11) 4811-5054,hotel-leon@hotmail.com,,,Callao Av.,758.0,Callao Av. 758,,,-34.6002102,-58.3929912,ok
219,Litoral,Corrientes Av. 6891,(54 11) 4554-5493,,,,Corrientes Av.,6891.0,Corrientes Av. 6891,,,-34.5869444,-58.4547182,ok
220,Los Robles,Estados Unidos 827,(54 11) 4300-2096,daquilaus@hotmail.com,,,Estados Unidos,827.0,Estados Unidos 827,,,-34.6184474,-58.377677,ok
221,Lourdes,Callao Av. 44,(54 11)4952-3087/3720,lourdeshotel@yahoo.com.ar,,,Callao Av.,44.0,Callao Av. 44,,,-34.6086511,-58.3921432,ok
222,Marfil,Ecuador 282,(54 11) 4861-1570,,,,Ecuador,282.0,Ecuador 282,,,-34.606937,-58.4089316,ok
223,Medrano Plaza Hotel,Medrano 874,(54 11) 4864-1631,info@medranoplazahotel.com.ar,,,Medrano,874.0,Medrano 874,,,-34.5997265,-58.4205723,ok
224,Miki,La Rioja 271,(54 11) 4957-1614,,,,La Rioja,271.0,La Rioja 271,,,-34.6135649,-58.4086937,ok
225,Miño,Gallo 1258,(54 11) 4962-3673,rodovalho@ciudad.com.ar,,,Gallo,1258.0,Gallo 1258,,,-34.6076585,-58.4140092,ok
226,Odeon,Humberto 1º 1257,(54 11) 4303-3347/9775,"info@hotelodeon.com.ar,hotelodeon@hotmail.com",,,Humberto 1º,1257.0,Humberto 1º 1257,,,-34.6743947,-58.4556637,ok
227,Once Plaza,Moreno 2717,(54 11) 4932-5400,info@onceplazahteldos.com.ar,,,Moreno,2717.0,Moreno 2717,,,-34.6133231,-58.4044595,ok
228,Orleans,Callao Av. 680,(54 11) 4812-9342,consultas@orleanshotel.com.ar,,,Callao Av.,680.0,Callao Av. 680,,,-34.6011175,-58.3928589,ok
229,Palace Hotel Rondeau,Entre Rios Av. 2100,(54 11) 4306-5388,,,,Entre Rios Av.,2100.0,Entre Rios Av. 2100,,,-34.6132286,-58.3917437,ok
230,Paris,Av. Donato Álvarez 2141,(54 11) 4581-0400,,,,Av. Donato Álvarez,2141.0,Av. Donato Álvarez 2141,,,-34.6022756,-58.4651086,ok
232,Reina,De Mayo Av. 1120,(54 11) 4381-2496,reservas@hotelreina.com.ar,https://hotelreina.com.ar/,,De Mayo Av.,1120.0,De Mayo Av. 1120,,,-34.6095608,-58.3867309,ok
233,Rich,Paraguay 2088,(54 11) 4864-8444,,,,Paraguay,2088.0,Paraguay 2088,,,-34.5986598,-58.3970762,ok
234,Rich,Bulnes 1247,(54 11) 4963-4963,,,,Bulnes,1247.0,Bulnes 1247,,,-34.588251,-58.4112129,ok
235,Roma,De Mayo Av. 1413,(54 11) 4383-1273,,,,De Mayo Av.,1413.0,De Mayo Av. 1413,,,-34.6093033,-58.3879786,ok
237,Rosedal,Santiago Del Estero 1687,(54 11) 4304-4800,,,,Santiago Del Estero,1687.0,Santiago Del Estero 1687,,,-34.6279847,-58.3844211,ok
238,San Agustin,Pueyrredon Av. 121,(54 11) 4863-2131,hotelsanagustin@ciudad.com.ar,,,Pueyrredon Av.,121.0,Pueyrredon Av. 121,,,-34.608553,-58.4058974,ok
239,San Carlos,Moreno 3054,(54 11) 4931-7823,,,,Moreno,3054.0,Moreno 3054,,,-34.6140374,-58.4092311,ok
240,San Julian,Aranguren 2528,(54 11) 4611-8607,,,,Aranguren,2528.0,Aranguren 2528,,,-34.6236524,-58.4670522,ok
241,Soutullo,Bogota 2519,(54 11) 4612-9406,,,,Bogota,2519.0,Bogota 2519,,,-34.6257327,-58.4660096,ok
243,Venezuela,Venezuela 2135,(54 11) 4942-8734,,,,Venezuela,2135.0,Venezuela 2135,,,-34.6152096,-58.3967372,ok
244,Vesuvio,Rivadavia Av. 2548,(54 11) 4951-4715,,,,Rivadavia Av.,2548.0,Rivadavia Av. 2548,,,-34.6100272,-58.4025189,ok
245,York,Alsina 2632,(54 11) 4951-8957,,,,Alsina,2632.0,Alsina 2632,,,-34.6123616,-58.403623,ok
246,24 de noviembre,24 de noviembre 1057,(54 11) 4931-4661,,,,24 de noviembre,1057.0,24 de noviembre 1057,,,-34.6135866,-58.4113796,ok
247,9 de julio,Lima 1417,(54 11) 4305-3967,josemarceloteo@yahoo.com,,,Lima,1417.0,Lima 1417,,,-34.6091227,-58.3826462,ok
248,Alcazar,De Mayo Av. 935,(54 11) 4345 4308,info@hotelalcazar.com.ar,,,De Mayo Av.,935.0,De Mayo Av. 935,,,-34.608798,-58.3711432,ok
249,Aldeano II,Pasco 136,(54 11) 4951-4102,aldeano2@hotelaldeano.com.ar,,,Pasco,136.0,Pasco 136,,,-34.6111139,-58.3973823,ok
250,Ancon,"Alvear, Marcelo T. De 2223",(54 11) 4824-0338,hotelancon@hotelancon.com.ar,http://hotelancon.com.ar/,,"Alvear, Marcelo T. De",2223.0,"Alvear, Marcelo T. De 2223",,,-34.5973606,-58.3950462,ok
251,Astur,Avellaneda 371,(54 11) 4982-9515,,,,Avellaneda,371.0,Avellaneda 371,,,-34.6130935,-58.4356666,ok
252,Baccara,Salta 952,(54 11) 4308-8173,,,,Salta,952.0,Salta 952,,,-34.6191682,-58.382914,ok
253,Bahia 1,Corrientes Av. 1212,(54 11) 4382-1780,"anelluz@hotmail.com,arhotelbahia@gmail.com",,,Corrientes Av.,1212.0,Corrientes Av. 1212,,,-34.6026247,-58.4252094,ok
254,Bahia 2,Corrientes Av. 1212,(54 11) 4382 1780,,,,Corrientes Av.,1212.0,Corrientes Av. 1212,,,-34.6026247,-58.4252094,ok
255,Brisas del Mar,Humberto 1º 826,(54 11) 4306-6040,info@hotelbrisasdelmar.com.ar,,,Humberto 1º,826.0,Humberto 1º 826,,,-34.6240767,-58.4129483,ok
256,Castilla,"Mitre, Bartolome 1548",(54 11) 4338-4586,,,,"Mitre, Bartolome",1548.0,"Mitre, Bartolome 1548",,,-34.6070009,-58.3766938,ok
257,Central,Alsina 1693,(54 11) 4304-3783,,,,Alsina,1693.0,Alsina 1693,,,-34.6113274,-58.3901559,ok
258,Confort,Rivadavia Av. 2093,(54 11) 4953-4367,,,,Rivadavia Av.,2093.0,Rivadavia Av. 2093,,,-34.5463756,-58.4656373,ok
259,Culpina,Culpina 553,(54 11) 4611-0573,,,,Culpina,553.0,Culpina 553,,,-34.6365392,-58.4641353,ok
260,Ensenada,Ensenada 134,(54 11) 4672-2547,,,,Ensenada,134.0,Ensenada 134,,,-34.634762,-58.4780604,ok
261,Europeo,Sarmiento 2010,(54 11) 4953-6384,,,,Sarmiento,2010.0,Sarmiento 2010,,,-34.6024631,-58.4596152,ok
264,La Piedad,"Mitre, Bartolome 1156",(54 11) 4381-6810,lapiedadhotel@gmail.com,,,"Mitre, Bartolome",1156.0,"Mitre, Bartolome 1156",,,-34.6070009,-58.3766938,ok
265,La Santa María,Cramer 618,(54 11) 4551-4166,,,,Cramer,618.0,Cramer 618,,,-34.5740291,-58.4463424,ok
266,Los Ángeles,"Yrigoyen, Hipolito 3073",(54 11) 4864-2692,,,,"Yrigoyen, Hipolito",3073.0,"Yrigoyen, Hipolito 3073",,,-34.6092282,-58.3750538,ok
267,Magistral,"Borges, Jorge Luis 1937",(54 11) 4831-4006,,,,"Borges, Jorge Luis",1937.0,"Borges, Jorge Luis 1937",,,-34.5862688,-58.4262638,ok
268,Maipo,Esmeralda 474,(54 11) 4328-4907/4393-2982,hotelmaipo@hotmail.com,,,Esmeralda,474.0,Esmeralda 474,,,-34.602697,-58.3781629,ok
269,Mary Sil,Bolivia 1151,(54 11) 4581-9005,,,,Bolivia,1151.0,Bolivia 1151,,,-34.59068,-58.4928983,ok
270,Mayo,Alsina 2164,(54 11) 4952-7356,,,,Alsina,2164.0,Alsina 2164,,,-34.6118898,-58.3969524,ok
271,Mexico,Mexico 2475,(54 11) 4942-1713,,,,Mexico,2475.0,Mexico 2475,,,-34.6164516,-58.4008551,ok
272,Mexico,Mexico 2944,(54 11) 4931-3087,residencial.mexico.hotel@gmail.com,,,Mexico,2944.0,Mexico 2944,,,-34.6180854,-58.4071832,ok
273,Miky,Talcahuano 362,(54 11) 4371-2376,,,,Talcahuano,362.0,Talcahuano 362,,,-34.6044921,-58.3851662,ok
274,Miramar,Salta 1429,(54 11) 4306-6038,,,,Salta,1429.0,Salta 1429,,,-34.6250959,-58.3830121,ok
275,Nazarre,Nazarre 3150,(54 11) 4501-2019,,,,Nazarre,3150.0,Nazarre 3150,,,-34.6238635,-58.5264638,ok
276,Noemi,Diaz Velez Av. 5075,(54 11) 4982-8201,,,,Diaz Velez Av.,5075.0,Diaz Velez Av. 5075,,,-34.654356,-58.5291129,ok
277,O Rei,Lavalle 733,(54 11) 4393-7186,info@hotelorei.com.ar,,,Lavalle,733.0,Lavalle 733,,,-34.602282,-58.3772188,ok
278,Odeon,Esmeralda 368,(54 11) 4326-0128,hotelodeon@hotmail.com,,,Esmeralda,368.0,Esmeralda 368,,,-34.6039687,-58.3781229,ok
279,Oliden,Alsina 2597,(54 11) 4951-8729,,,,Alsina,2597.0,Alsina 2597,,,-34.6122066,-58.4031052,ok
280,Olleros,Olleros 3146,(54 11) 4552-9975,,,,Olleros,3146.0,Olleros 3146,,,-34.5779054,-58.4481175,ok
281,Once,Rivadavia Av. 2962,(54 11) 4861-1666,,,,Rivadavia Av.,2962.0,Rivadavia Av. 2962,,,-34.6104162,-58.4083824,ok
282,Panamerican,Moreno 2754,(54 11) 4942-8807,,,,Moreno,2754.0,Moreno 2754,,,-34.613467,-58.4047306,ok
283,Paso,Paso 50,(54 11) 4952-5736,,,,Paso,50.0,Paso 50,,,-34.609312,-58.403433,ok
284,Pinot,Diaz Velez Av. 5069,(54 11) 4962-2747,,,,Diaz Velez Av.,5069.0,Diaz Velez Av. 5069,,,-34.654356,-58.5291129,ok
285,Pueyrredon,Av. Pueyrredón 47,(54 11) 4862-4377,,,,Av. Pueyrredón,47.0,Av. Pueyrredón 47,,,-34.6094715,-58.4058435,ok
286,Rey,Combate de los Pozos 471,(54 11) 4942 8412,info@hotel-rey.com.ar,,,Combate de los Pozos,471.0,Combate de los Pozos 471,,,-34.6146929,-58.3932884,ok
287,San Andres,San Luis 2921,(54 11) 4961-5346,,,,San Luis,2921.0,San Luis 2921,,,-34.5995758,-58.4065262,ok
288,San Remo,Av. Directorio 2449,(54 11) 4612-9751,info@sanremoflores.com,,,Av. Directorio,2449.0,Av. Directorio 2449,,,-34.6335021,-58.461587,ok
289,Santa Cruz,Bogota 2858,(54 11) 4611-2133,,,,Bogota,2858.0,Bogota 2858,,,-34.6273148,-58.470503,ok
290,Sarmiento,Sarmiento 1162,(54 11) 4382-4148,,,,Sarmiento,1162.0,Sarmiento 1162,,,-34.6042996,-58.3687404,ok
291,Sevilla,Solís 138,(54 11) 4372-8447,,,,Solís,138.0,Solís 138,,,-34.6107038,-58.3903012,ok
292,Solana,Ecuador 945,(54 11) 4962-7337,,,,Ecuador,945.0,Ecuador 945,,,-34.598908,-58.4058446,ok
293,Universal,Cochabamba 1364,(54 11) 4306-5718,,,,Cochabamba,1364.0,Cochabamba 1364,,,-34.6236427,-58.3852625,ok
294,Victoria,Chacabuco 726,(54 11) 4351-2135,,,,Chacabuco,726.0,Chacabuco 726,,,-34.6164943,-58.3759104,ok
295,Washington,"Garay, Juan De Av. 340",(54 11) 4361-4738,,,,"Garay, Juan De Av.",340.0,"Garay, Juan De Av. 340",,,-34.6312942,-58.4163481,ok
297,Art Factory Soho,Charcas 4500,(54 11) 4774-2639,info@artfactorysoho.com.ar,https://artfactoryhostels.com.ar/es/hostels/soho,,Charcas,4500.0,Charcas 4500,,,-34.5825028,-58.4248187,ok
298,La Cascada Town House Hotel,Vuelta de Obligado 4578,(54 11) 4703-1251,info@lacascadatownhouse.com.ar,,,Vuelta de Obligado,4578.0,Vuelta de Obligado 4578,,,-34.5411768,-58.4724796,ok
299,Telmotango,Chacabuco 679,(54 11) 4361-5808,info@hostelmotango.com,,,Chacabuco,679.0,Chacabuco 679,,,-34.6159306,-58.376057,ok
300,Legado Mitico,Gurruchaga 1848,(54 11) 4833-1300,reservasbsas@legadomitico.com,,,Gurruchaga,1848.0,Gurruchaga 1848,,,-34.5876578,-58.4267891,ok
301,Duque Hotel Boutique,Guatemala 4364,(54 11) 4832-0312,reservas@duquehotel.com,,,Guatemala,4364.0,Guatemala 4364,,,-34.588832,-58.4210942,ok
302,Home Buenos Aires,Honduras 5860,(54 11) 4778-1008,info@homebuenosaires.com,,,Honduras,5860.0,Honduras 5860,,,-34.5821395,-58.439013,ok
303,Hotel Boutique Racó de Buenos Aires,Yapeyu 269,(54 11) 3530 6075,info@racodebuenosaires.com.ar,,,Yapeyu,269.0,Yapeyu 269,,,-34.6154429,-58.4216631,ok
304,Tanguero Boutique,Suipacha 780,(54 11) 4328-7006 / 4328-7045,info@tanguerohotel.com,,,Suipacha,780.0,Suipacha 780,,,-34.5993216,-58.3797982,ok
305,Mansion Vitraux,"Calvo, Carlos 369",(54 11) 4300-6886,frontdesk.boutiquesuites@boutiqueapartmentsba.com,,,"Calvo, Carlos",369.0,"Calvo, Carlos 369",,,-34.6193913,-58.3673519,ok
306,CasaCalma Hotel,Suipacha 1015,(54 11) 4312-5000,info@casacalmahotel.com,,,Suipacha,1015.0,Suipacha 1015,,,-34.6024279,-58.3795505,ok
307,Fierro Hotel Boutique,Soler 5862,(54 11) 3220-6800,info@fierrohotel.com,,,Soler,5862.0,Soler 5862,,,-34.5789097,-58.4353801,ok
308,Ilum Experience Home,El Salvador 5726,(54 11) 4776-8667,ilum@ilumhotel.com,,,El Salvador,5726.0,El Salvador 5726,,,-34.5823169,-58.4367598,ok
309,Mio Buenos Aires,Quintana 465,(54 11) 5295-8500,reservas@miobuenosaires.com,www.miobuenosaires.com,,Quintana,465.0,Quintana 465,,,-34.5441158,-58.4803219,ok
310,Tiana Buenos Aires,Humberto 1º 629,(54 11) 4362-8663 / 4300 8177,info@tianabuenosaires.com.ar,,,Humberto 1º,629.0,Humberto 1º 629,,,-34.6240767,-58.4129483,ok
311,AWWA Suites & Spa,Lafinur 3370,(54 11) 3966-0000,info@awwasuites.com,,,Lafinur,3370.0,Lafinur 3370,,,-34.5769422,-58.4121962,ok
312,Art Factory Hostel,Piedras 545,(54 11) 4343-1463,info@artfactoryba.com.ar,,,Piedras,545.0,Piedras 545,,,-34.6144953,-58.3777585,ok
313,Art Factory Palermo,Costa Rica 4353,(54 11) 2004-4958,info@artfactorypalermo.com.ar,www.artfactoryhostels.com.ar,,Costa Rica,4353.0,Costa Rica 4353,,,-34.5904455,-58.4234855,ok
314,Estacion Buenos Aires Hostel,Solis 458,(54 11) 4381-0734,info@hostelestacionbuenosaires.com,,,Solis,458.0,Solis 458,,,-34.6143612,-58.3903061,ok
315,Hostel Recoleta,Libertad 1216,(54 11) 4812-4419,hotelesenba@gmail.com,,,Libertad,1216.0,Libertad 1216,,,-34.6079994,-58.3834961,ok
316,O6 Central Hostel,Maipu 306,(54 11) 5219-0052/53,info@06centralhostel.com,,,Maipu,306.0,Maipu 306,,,-34.6045387,-58.3766523,ok
317,Play Hostel Arcos,Charcas 4752,(54 11) 4773-0806,info@hostelsuitespalermo.com,,,Charcas,4752.0,Charcas 4752,,,-34.5811042,-58.4267513,ok
318,Play Hostel Soho,Guatemala 4636,(54 11) 4832-4257,info@playhostel.com,,,Guatemala,4636.0,Guatemala 4636,,,-34.5867791,-58.4240245,ok
319,Sabatico Traveller Hostel,Mexico 1410,(54 11) 4381-1138,info@sabaticohostel.com.ar,http://www.sabaticohostel.com.ar/,,Mexico,1410.0,Mexico 1410,,,-34.615557,-58.3861281,ok
320,Sudamerika Hostel & Suites,"Yrigoyen, Hipolito 951",(54 11) 4342-3053,info@sudamerikahostel.com.ar,,,"Yrigoyen, Hipolito",951.0,"Yrigoyen, Hipolito 951",,,-34.6092282,-58.3750538,ok
321,Alvear Art Hotel,Suipacha 1036,(54 11) 4114-3400,"info@alvearart.com,recepcion.aah@alvear.com.ar",,,Suipacha,1036.0,Suipacha 1036,,,-34.6077223,-58.3792542,ok
322,Apart Independencia,Independencia Av. 1877,(54 11) 4384-1102,independencia@luzyfuerzapatagonia.com.ar,,,Independencia Av.,1877.0,Independencia Av. 1877,,,-34.6180624,-58.3928219,ok
323,Bet Hotel,Saavedra 526,(54 11) 4942-3399,info@bethotelbuenosaires.com.ar,,,Saavedra,526.0,Saavedra 526,,,-34.6158152,-58.4027574,ok
324,Hotel Anselmo Buenos Aires Curio Collection by Hilton,Anselmo Aieta 1069,(54 11) 4834-3200,info@anselmohotel.com,,,Anselmo Aieta,1069.0,Anselmo Aieta 1069,,,-34.620525,-58.372049,ok
325,Infinito Hotel Eco Design,Arenales 3689,(54 11) 4832-1060 / 2070 2626,info@infinitohotel.com,,,Arenales,3689.0,Arenales 3689,,,-34.5851334,-58.4138636,ok
326,Kenton Palace,Defensa 383,(54 11) 4331-2020,reservas1@kentonpalace.com.ar,,,Defensa,383.0,Defensa 383,,,-34.6122395,-58.3721449,ok
327,The Loft,Rivadavia Av. 921,(54 11) 4331-4538,reservastheloft@outlook.com,,,Rivadavia Av.,921.0,Rivadavia Av. 921,,,-34.6082686,-58.3795583,ok
328,Algodon Mansion,Montevideo 1647,(54 11) 3530-7777,reservations@algodonmansion.com,,,Montevideo,1647.0,Montevideo 1647,,,-34.5912411,-58.387436,ok
329,Club Frances,Rodriguez Peña 1832,(54 11) 4811-0348,info@hotelclubfrances.com.ar,,,Rodriguez Peña,1832.0,Rodriguez Peña 1832,,,-34.5896063,-58.3876986,ok
330,Miravida Soho,Darragueyra 2050,(54 11) 4774-6433,info@miravidasoho.com,,,Darragueyra,2050.0,Darragueyra 2050,,,-34.5792936,-58.4241148,ok
331,Tango De Mayo,De Mayo Av. 1396,(54 11) 3221-6500,info@tango-hotel.com.ar,,,De Mayo Av.,1396.0,De Mayo Av. 1396,,,-34.6095951,-58.3861264,ok
332,Arc Recoleta,Peña 2155,(54 11) 2150-4680,reservas@archoteles.com.ar,https://www.archoteles.com.ar/,,Peña,2155.0,Peña 2155,,,-34.5913849,-58.3963599,ok
333,Carles Hotel,Juncal 798,(54 11) 5196-8200,info@carleshotelbuenosaires.com,www.carleshotelbuenosaires.com,,Juncal,798.0,Juncal 798,,,-34.5929573,-58.3784544,ok
334,Costa Rica,Costa Rica 4137,(54 11) 4864-7390,info@hotelcostarica.com.ar,,,Costa Rica,4137.0,Costa Rica 4137,,,-34.5914996,-58.42115,ok
335,Koten Hotel Palermo Soho,Guemes 4651,(54 11) 4771-3293,info@kotenhotel.com,,,Guemes,4651.0,Guemes 4651,,,-34.581134,-58.424076,ok
336,Mérit San Telmo,Alsina 801,(54 11) 5280-9100,recepcionnmba@merithoteles.com.ar,,,Alsina,801.0,Alsina 801,,,-34.6104984,-58.377784,ok
337,Patios de San Telmo,Chacabuco 752,(54 11) 4307-0480/0965,info@patiosdesantelmo.com.ar,,,Chacabuco,752.0,Chacabuco 752,,,-34.6168827,-58.3758635,ok
338,Posada Gotan B&B,Sanchez de Loria 1618,(54 11) 4912-3807,posadagotan@gmail.com,,,Sanchez de Loria,1618.0,Sanchez de Loria 1618,,,-34.6294443,-58.4117458,ok
339,1828 Smart Hotel,Fray Justo Santa María de Oro 1828,(54 11) 2060-9011,reservas@1828smarthotel.com,,,Fray Justo Santa María de Oro,1828.0,Fray Justo Santa María de Oro 1828,,,-34.5855118,-58.4302163,ok
340,Casasur Recoleta,Callao Av. 1823,(54 11) 4515-0085,info@casasurhotel.com,,,Callao Av.,1823.0,Callao Av. 1823,,,-34.5889636,-58.3886611,ok
341,L´Hotel Palermo,Thames 1562,(54 11) 4831-7198,info@lhotelpalermo.com,,,Thames,1562.0,Thames 1562,,,-34.5882142,-58.431528,ok
342,Palo Santo Hotel,Bonpland 2275,(54 11) 5280-6100,info@palosantohotel.com,,,Bonpland,2275.0,Bonpland 2275,,,-34.5789423,-58.4321647,ok
343,Alvear Icon Hotel,Aime Paine 1110,(54 11) 4114-0900,reservationsicon@alvear.com.ar,,,Aime Paine,1110.0,Aime Paine 1110,,,-34.6118261,-58.3617292,ok
344,América del Sur Hostel,Chacabuco 718,(54 11) 4300-5525,baires@americahostel.com.ar,,,Chacabuco,718.0,Chacabuco 718,,,-34.6164967,-58.3758093,ok
345,Casasur Palermo Hotel,Costa Rica 6032,(54 11) 4770-9452,recepcion@casasurpalermo.com,,,Costa Rica,6032.0,Costa Rica 6032,,,-34.5792089,-58.4392132,ok
346,Feel Apartments,Fray Justo Santa María de Oro 2047,(54 9 11) 6368-3109,info@feelbuenosairesapartments.com,,,Fray Justo Santa María de Oro,2047.0,Fray Justo Santa María de Oro 2047,,,-34.5837755,-58.4283131,ok
347,Howard Johnson Plaza Buenos Aires,Lima 653,(54 11) 2205-8900,administracion.florencia@hjplazabuenosaires.com.ar,,,Lima,653.0,Lima 653,,,-34.6159223,-58.3817558,ok
348,Malevo Muraña Hostel,Russel 5050,(54 11) 4831-8855,info@malevohostel.com,,,Russel,5050.0,Russel 5050,,,-34.5873888,-58.4292215,ok
349,Argenta Suites Belgrano,Ciudad De La Paz 1868,(54 11) 4706-1881,ventas@argenta-suites.com.ar,,,Ciudad De La Paz,1868.0,Ciudad De La Paz 1868,,,-34.5648543,-58.4558402,ok
350,Blank,Peña 2049,(54 11) 4195-1137,reservas@blankhotel.com.ar,,,Peña,2049.0,Peña 2049,,,-34.5921347,-58.395326,ok
351,Dazzler by Wyndham Buenos Aires Recoleta,Av. Las Heras 2161,(54 11) 2058-5556,recepcion@dazzlerrecoleta.com,,,Av. Las Heras,2161.0,Av. Las Heras 2161,,,-34.5887944,-58.3953836,ok
352,Faena Hotel Buenos Aires,Martha Salotti 445,(54 11) 4010-9000,info@faenahotels.com,,,Martha Salotti,445.0,Martha Salotti 445,,,-34.614075,-58.3617326,ok
353,Grand Brizo,Cerrito 180,(54 11) 3985-7800,jibanez@grandbrizohoteles,,,Cerrito,180.0,Cerrito 180,,,-34.6064549,-58.3822021,ok
354,Hotel Hipólito,"Yrigoyen, Hipolito 2940",(54 11) 4957-6476,hotelhipolito@hotmail.com,,,"Yrigoyen, Hipolito",2940.0,"Yrigoyen, Hipolito 2940",,,-34.6092282,-58.3750538,ok
355,Howard Johnson Abasto by Windham,Jean Jaures 892,(54 11) 5292-5100,reservas@hjabasto.com.ar,,,Jean Jaures,892.0,Jean Jaures 892,,,-34.5997817,-58.4073498,ok
356,Konke Buenos Aires,Corrientes Av. 4320,(54 11) 5284-8300,gerencia@konkehotel.com,,,Corrientes Av.,4320.0,Corrientes Av. 4320,,,-34.6028377,-58.4260123,ok
357,Milhouse Avenue,De Mayo Av. 1245,(54 11) 5796-2009,info@milhousehostel.com,,,De Mayo Av.,1245.0,De Mayo Av. 1245,,,-34.6095608,-58.3867309,ok
358,Palladio Hotel Buenos Aires - MGallery,Callao Av. 924,(54 11) 4700-7500,recepcion.palladio@accor.com,,,Callao Av.,924.0,Callao Av. 924,,,-34.5983242,-58.39323,ok
359,Hub Porteño,Rodriguez Peña 1967,(54 11) 4815-6100,front@hubporteño.com,,,Rodriguez Peña,1967.0,Rodriguez Peña 1967,,,-34.588503,-58.3863336,ok
360,Let Sun Hotel Boutique,Fitz Roy 1527,(54 11) 4779-1212,info@letsunhotel.com,,,Fitz Roy,1527.0,Fitz Roy 1527,,,-34.5854818,-58.4377009,ok
361,Rendez Vous Hotel,Bonpland 1484,(54 11) 3964-5222,info@rendezvoushotel.com.ar,,,Bonpland,1484.0,Bonpland 1484,,,-34.5851054,-58.4394875,ok
362,Sileo Hotel,Azcuenaga 1968,(54 11) 4809-0001,reservas@sileohotel.com,,,Azcuenaga,1968.0,Azcuenaga 1968,,,-34.5870253,-58.3947295,ok
363,Cassa Lepage Art Hotel,Bolivar 365,(54 11) 5275-0594 / 0595 / 0596,info@cassalepage.com,https://www.cassalepage.com/,,Bolivar,365.0,Bolivar 365,,,-34.6121052,-58.3733976,ok
364,Granados Hostel,Chile 374,(54 11) 4362-5600,info@granadoshostel.com,,,Chile,374.0,Chile 374,,,-34.6160442,-58.3713552,ok
365,Hotel Huinid Obelisco,Sarmiento 1431,(54 11) 4371-4999,reservas@huinid.com,https://huinid.com/buenosaires/obelisco_hotel/,,Sarmiento,1431.0,Sarmiento 1431,,,-34.6052344,-58.3869345,ok
366,OWN Grand Palermo Soho,Gurruchaga 2121,(54 11) 4831-2027,front@ownhotels.com,,,Gurruchaga,2121.0,Gurruchaga 2121,,,-34.5861179,-58.4241402,ok
367,Scala Hotel,"Irigoyen, Bernardo De 740",(54 11) 43430606,info@scalabuenosaires.com,http://scalabuenosaires.com/,,"Irigoyen, Bernardo De",740.0,"Irigoyen, Bernardo De 740",,,-34.627995,-58.3781947,ok
368,Arenales Hotel,Arenales 2984,(54 11) 4828-5000,info@hotelarenales.com.ar,,,Arenales,2984.0,Arenales 2984,,,-34.5904453,-58.4068286,ok
369,Recoleta Grand Hotel,Av. Las Heras 1745,(54 11) 4129-9800 int 5062,ivalerio@recoletagrand.com,,,Av. Las Heras,1745.0,Av. Las Heras 1745,,,-34.592182,-58.391264,ok
370,Bulnes Eco Suites,Bulnes 1905,(54 11) 4829-3300,info@bulneseco.com,,,Bulnes,1905.0,Bulnes 1905,,,-34.5892299,-58.412523,ok
371,Hotel Nuevo Camino,"Mitre, Bartolome 1907",(54 11) 4952-6266,,,,"Mitre, Bartolome",1907.0,"Mitre, Bartolome 1907",,,-34.6070009,-58.3766938,ok
372,HTL 9 De Julio,Alsina 1112,(54 11) 7078-0731,reservas.9dejulio@htlhoteles.com,,,Alsina,1112.0,Alsina 1112,,,-34.611484,-58.3904708,ok
373,Residencia Universitaria Buen Día,Lavalle 2115,(54 11) 4373-1663,,,,Lavalle,2115.0,Lavalle 2115,,,-34.6032289,-58.3972001,ok
